519,512,624
511,502,714
566,652,714
593,442,104
534,624,426
487,496,920
485,556,222
491,718,362
500,532,920
468,642,618
488,624,104
497,582,920
410,710,566
532,598,104
532,614,918
391,684,670
626,512,104
439,662,914
395,702,780
480,592,126
611,584,920
394,678,612
437,574,148
648,606,918
363,618,614
513,572,104
558,706,818
421,600,836
451,574,280
495,792,704
519,628,920
405,684,128
500,808,622
552,584,920
424,570,104
607,650,782
480,654,848
402,526,322
633,618,526
563,538,920
308,466,104
658,706,536
407,564,920
415,522,104
620,628,902
447,608,876
446,530,104
622,674,674
461,538,920
467,558,104
520,700,538
532,536,920
410,606,486
489,654,366
585,534,920
429,606,506
439,610,448
640,560,920
380,510,618
473,568,294
574,656,756
436,568,866
425,574,250
609,698,592
460,516,920
485,670,536
411,722,324
616,592,920
467,622,618
419,562,300
679,634,826
411,582,830
388,612,112
768,606,772
