490,536,638
513,524,624
513,510,620
505,498,622
510,496,652
514,486,668
501,444,702
552,438,638
551,512,598
554,598,442
484,608,358
486,584,478
486,338,612
470,104,736
710,316,676
509,662,464
383,684,338
592,652,476
534,368,570
510,104,772
648,260,706
517,516,486
454,550,372
533,548,404
559,560,482
487,564,562
505,576,716
555,534,768
511,510,708
464,524,660
529,530,620
512,518,602
529,532,608
504,528,610
511,530,614
509,532,618
510,528,614
510,530,616
509,532,614
508,532,610
507,534,614
512,534,614
510,534,614
511,530,610
507,530,608
510,536,612
508,540,616
508,538,616
509,536,612
511,534,610
512,532,610
512,536,612
510,538,612
510,538,612
512,536,616
512,534,612
512,534,614
513,534,612
513,536,614
514,536,614
512,534,612
513,536,612
512,536,610
512,536,612
513,536,612
512,536,612
513,534,612
514,536,612
511,536,614
513,536,612
514,536,612
512,536,612
515,536,612
515,536,614
513,536,612
515,538,614
512,538,612
514,538,610
515,538,612
514,536,610
516,536,612
515,536,612
516,536,612
516,538,612
515,538,612
516,538,612
514,538,612
515,538,612
516,538,612
515,538,612
517,538,612
515,538,612
516,538,612
517,540,614
516,538,612
515,538,612
516,540,612
513,538,612
514,540,612
514,540,612
514,538,612
514,540,612
515,540,614
516,538,612
515,540,612
517,538,612
515,538,612
513,540,612
515,540,612
512,538,612
514,540,612
513,540,612
512,538,612
513,540,612
514,540,612
513,540,612
514,540,612
513,538,610
514,538,610
513,540,612
516,540,612
513,540,612
514,540,612
515,540,612
517,538,612
515,538,612
516,540,612
515,540,612
512,540,614
514,540,614
