309,658,158
445,670,632
673,498,920
428,614,416
446,606,500
672,490,920
403,586,494
435,644,306
709,584,920
469,562,774
440,634,104
617,600,854
544,544,854
369,644,112
592,648,694
554,586,920
327,630,334
657,558,580
575,526,920
506,594,586
415,500,332
423,648,686
700,510,916
244,596,104
628,688,646
609,568,920
523,728,644
325,676,350
734,584,920
563,596,774
353,640,104
724,716,918
551,644,834
380,696,474
487,662,536
757,530,920
266,654,314
522,530,334
547,550,876
475,642,782
580,490,236
379,748,420
618,522,920
530,672,446
349,678,404
674,522,920
546,670,668
356,516,158
650,508,740
533,596,764
315,476,158
558,626,708
647,598,920
407,618,438
398,526,536
714,594,806
531,544,782
326,562,104
607,572,770
595,536,816
322,582,246
609,582,726
577,564,710
476,548,754
401,618,136
550,538,742
631,500,756
256,628,386
795,468,762
427,602,528
431,484,660
672,528,480
324,602,742
629,510,644
578,514,388
